Airline,Source,Dest,Stops,Info,Price,Day,Month,Distance(km),Duration
Multiple carriers,DEL,COK,1,0,14533,18,5,2201.6,615
Jet Airways,DEL,COK,2,1,11992,6,6,2671.33,1000
IndiGo,MAA,CCU,0,0,3597,12,5,1387.26,140
IndiGo,BLR,DEL,0,0,4077,9,6,1709.71,165
Multiple carriers,DEL,COK,1,0,9646,12,6,2084.71,545
SpiceJet,CCU,BLR,0,0,3873,1,4,1547.27,140
Jet Airways,DEL,COK,2,0,15129,9,5,2263.95,1430
IndiGo,DEL,COK,1,0,6104,9,6,2201.6,480
Jet Airways,DEL,COK,2,1,16022,6,3,2263.95,1995
Jet Airways,BLR,DEL,1,1,10562,9,3,2028.89,885
Air India,DEL,COK,1,0,10945,9,3,2278.33,1640
SpiceJet,CCU,BLR,0,0,3873,27,5,1547.27,145
Jet Airways,BOM,HYD,0,1,1840,27,3,623.54,90
IndiGo,DEL,COK,1,0,9585,3,3,2084.71,425
Jet Airways,BOM,HYD,0,1,3210,18,5,623.54,90
IndiGo,DEL,COK,1,0,6147,9,5,2077.09,290
Jet Airways,CCU,BLR,1,1,7341,9,5,3022.67,395
Air India,DEL,COK,1,0,8372,21,5,2201.6,615
Multiple carriers,DEL,COK,1,0,10877,27,6,2201.6,690
Air India,DEL,COK,2,0,10441,9,5,2993.19,1275
IndiGo,DEL,COK,1,0,13611,6,3,2201.6,975
Jet Airways,BLR,DEL,1,1,11087,9,3,1971.87,1550
Jet Airways,DEL,COK,1,1,5963,27,3,2201.6,1470
IndiGo,MAA,CCU,0,0,3597,24,5,1387.26,140
Jet Airways,CCU,BLR,1,1,8529,12,6,2500.36,910
Multiple carriers,DEL,COK,1,0,10678,12,6,2201.6,845
IndiGo,DEL,COK,1,0,8285,27,3,2201.6,755
Jet Airways,DEL,COK,1,0,18371,12,6,2201.6,620
Jet Airways,CCU,BLR,1,0,12692,6,6,3022.67,800
IndiGo,BLR,DEL,0,0,4423,24,4,1709.71,165
Jet Airways,BLR,DEL,0,1,7229,9,6,1709.71,180
IndiGo,BLR,DEL,0,0,6144,3,3,1709.71,170
Jet Airways,DEL,COK,2,1,10919,1,6,2600.67,1300
IndiGo,CCU,BLR,0,0,4148,27,3,1547.27,160
SpiceJet,BLR,DEL,0,2,3873,24,3,1709.71,170
Jet Airways,DEL,COK,2,0,11702,21,3,2206.24,550
IndiGo,DEL,COK,1,0,14871,6,3,2201.6,505
Air India,BLR,DEL,2,0,11234,18,3,2002.61,1705
IndiGo,DEL,COK,1,0,6938,6,6,2084.71,490
IndiGo,DEL,COK,1,0,6093,12,6,2201.6,750
IndiGo,BLR,DEL,0,0,3943,15,5,1709.71,170
Jet Airways,BOM,HYD,0,0,8040,6,6,623.54,90
Jet Airways,DEL,COK,2,0,15129,9,5,2263.95,810
SpiceJet,MAA,CCU,0,0,3597,9,5,1387.26,140
Vistara,CCU,BLR,1,0,8610,6,5,3022.67,700
Jet Airways,CCU,BLR,1,0,13067,1,5,3022.67,395
SpiceJet,BLR,DEL,0,0,4991,9,5,1709.71,170
SpiceJet,CCU,BLR,1,0,4649,1,4,1654.62,315
SpiceJet,MAA,CCU,0,0,3597,18,5,1387.26,135
Jet Airways,DEL,COK,1,1,12898,21,5,2201.6,660
IndiGo,BLR,DEL,0,0,8855,3,3,1709.71,170
Jet Airways,DEL,COK,1,1,10262,6,6,2201.6,1270
IndiGo,BLR,DEL,0,0,3943,24,6,1709.71,165
Multiple carriers,DEL,COK,1,0,9001,3,6,2201.6,385
Multiple carriers,DEL,COK,1,0,7670,18,5,2201.6,910
Multiple carriers,DEL,COK,1,0,7530,3,6,2201.6,465
IndiGo,CCU,BLR,1,0,8443,1,5,2051.69,295
SpiceJet,DEL,COK,1,0,5351,1,4,2278.33,315
Vistara,DEL,COK,0,0,6688,21,3,2048.6,190
Jet Airways,BLR,DEL,1,1,11087,12,3,1971.87,1355
Air India,BLR,DEL,2,0,7664,15,3,3206.37,1815
IndiGo,CCU,BLR,1,0,4775,15,4,1662.88,315
GoAir,CCU,BLR,0,0,3514,27,6,1547.27,155
Jet Airways,DEL,COK,2,0,13376,24,6,2600.67,1300
Jet Airways,DEL,COK,2,0,14300,12,6,2895.09,1705
Air India,DEL,COK,1,0,7480,27,6,2278.33,765
IndiGo,BOM,HYD,0,0,2227,12,5,623.54,90
Air Asia,DEL,COK,1,0,7452,18,5,2077.09,870
Air Asia,CCU,BLR,0,0,4409,24,5,1547.27,155
Air India,CCU,BLR,2,0,4647,3,4,1683.75,1555
SpiceJet,MAA,CCU,0,2,3332,21,3,1387.26,155
Air India,DEL,COK,1,0,6902,27,3,2201.6,555
Air Asia,CCU,BLR,1,0,6857,6,6,1547.97,215
Jet Airways,DEL,COK,1,1,12373,9,5,2201.6,550
Multiple carriers,DEL,COK,1,0,11789,15,6,2201.6,440
Air India,DEL,COK,2,0,13039,9,5,2955.43,865
Jet Airways,BLR,DEL,1,1,11087,12,3,1971.87,750
Vistara,CCU,BLR,1,0,9345,18,5,3022.67,1625
SpiceJet,BOM,HYD,0,2,1965,24,6,623.54,90
IndiGo,DEL,COK,1,0,6093,3,6,2201.6,810
Jet Airways,CCU,BLR,1,1,11841,9,6,2500.36,800
Jet Airways,CCU,BLR,1,1,9663,9,5,2500.36,775
Jet Airways,DEL,COK,1,0,14714,6,6,2201.6,1425
Jet Airways,CCU,BLR,1,1,8529,12,6,2500.36,1660
IndiGo,DEL,COK,1,0,5073,6,4,2084.71,275
Jet Airways,BLR,DEL,0,0,7229,24,4,1709.71,180
Air India,DEL,COK,1,0,9194,6,6,2201.6,555
Multiple carriers,DEL,COK,1,0,11789,12,6,2201.6,440
SpiceJet,BOM,HYD,0,0,2017,12,6,623.54,90
Air India,CCU,BLR,2,0,15894,6,6,3023.86,1320
IndiGo,BLR,DEL,0,0,3419,9,5,1709.71,165
Jet Airways,DEL,COK,2,1,10368,9,6,2206.24,1375
IndiGo,DEL,COK,1,0,6027,24,4,2077.09,290
Air India,DEL,COK,1,0,7480,18,5,2278.33,765
SpiceJet,CCU,BLR,1,0,7189,12,6,2300.57,520
Air India,BLR,DEL,0,0,7276,15,3,1709.71,165
Jet Airways,DEL,COK,1,0,15764,6,3,2201.6,1015
Jet Airways,DEL,COK,1,0,14714,6,6,2201.6,550
Multiple carriers,DEL,COK,1,0,7888,21,5,2201.6,510
Jet Airways,DEL,COK,1,1,10262,6,6,2201.6,1225
Jet Airways,DEL,COK,2,1,15318,18,5,2895.09,505
Jet Airways,CCU,BLR,1,1,5608,1,5,2538.47,435
Jet Airways,CCU,BLR,1,0,12681,1,4,2500.36,590
Air India,DEL,COK,2,0,9417,6,3,2292.07,970
Multiple carriers,DEL,COK,1,0,17057,3,3,2201.6,835
Multiple carriers,DEL,COK,1,0,12537,27,3,2201.6,480
Air India,DEL,COK,2,0,10651,27,5,2993.19,1275
Vistara,DEL,COK,0,0,6741,1,6,2048.6,190
Jet Airways,CCU,BLR,1,1,10844,24,5,2500.36,1595
Air India,DEL,COK,2,0,13381,27,5,4043.05,1730
IndiGo,BLR,DEL,0,0,4423,6,4,1709.71,165
Jet Airways,BOM,HYD,0,0,5678,27,5,623.54,90
Jet Airways,DEL,COK,2,1,12719,21,5,2232.34,1620
IndiGo,DEL,COK,1,0,5054,1,6,2084.71,275
Air India,DEL,COK,1,0,7480,24,5,2278.33,1420
Air India,BLR,DEL,0,0,6961,3,6,1709.71,165
SpiceJet,CCU,BLR,0,2,3841,24,4,1547.27,150
IndiGo,BLR,DEL,0,0,3943,3,6,1709.71,180
Jet Airways,BLR,DEL,0,0,7229,3,5,1709.71,180
SpiceJet,BLR,DEL,0,2,4319,15,5,1709.71,170
IndiGo,BLR,DEL,0,0,4423,24,4,1709.71,170
Jet Airways,DEL,COK,1,0,16079,21,5,2201.6,335
Jet Airways,BLR,DEL,0,1,7754,21,6,1709.71,180
Air India,DEL,COK,2,0,10467,1,6,2292.07,1210
Jet Airways,DEL,COK,1,0,14714,3,6,2201.6,1145
Air India,CCU,BLR,1,0,7452,1,5,2538.47,1700
Air India,DEL,COK,2,0,13276,21,5,2229.75,1795
Air India,BLR,DEL,2,0,31783,1,3,2370.94,1545
Air India,MAA,CCU,0,0,4667,1,5,1387.26,135
Jet Airways,BLR,DEL,0,1,7229,15,6,1709.71,175
Jet Airways,DEL,COK,2,0,14237,15,6,2220.78,1090
Multiple carriers,DEL,COK,1,0,8266,15,5,2201.6,535
Jet Airways,DEL,COK,2,0,13882,24,6,2671.33,1140
IndiGo,BLR,DEL,0,0,4823,6,5,1709.71,170
Air Asia,BLR,DEL,0,0,4483,24,5,1709.71,170
Air India,BLR,DEL,0,0,6961,12,6,1709.71,165
Jet Airways,CCU,BLR,1,1,9663,12,5,2500.36,910
Jet Airways,DEL,COK,2,0,16704,18,5,2263.95,1760
IndiGo,BOM,HYD,0,0,4049,12,5,623.54,90
SpiceJet,MAA,CCU,0,2,3807,24,3,1387.26,135
IndiGo,DEL,COK,1,0,6442,9,6,2084.71,940
Jet Airways,BLR,DEL,1,1,7832,15,3,1971.87,1480
IndiGo,DEL,COK,1,0,6442,24,6,2084.71,835
IndiGo,BLR,DEL,0,0,4823,21,4,1709.71,170
Jet Airways,BLR,DEL,1,0,13555,6,3,1971.87,1400
GoAir,DEL,COK,1,0,5135,6,4,2201.6,540
Air Asia,BLR,DEL,0,0,3383,15,5,1709.71,170
GoAir,DEL,COK,1,0,5842,15,6,2247.89,370
Jet Airways,DEL,COK,2,0,16704,18,5,2263.95,900
Air India,CCU,BLR,1,0,8366,1,5,2500.36,905
SpiceJet,BOM,HYD,0,2,1965,9,5,623.54,90
SpiceJet,CCU,BLR,0,0,3873,6,6,1547.27,150
Jet Airways,BLR,DEL,1,0,27992,1,3,1971.87,740
Multiple carriers,DEL,COK,1,0,10678,6,6,2201.6,460
Air India,BLR,DEL,1,0,6824,21,3,1971.87,865
Multiple carriers,DEL,COK,1,0,13378,21,3,2201.6,730
IndiGo,BLR,DEL,0,0,3943,1,5,1709.71,170
IndiGo,DEL,COK,1,0,7191,18,5,2201.6,575
SpiceJet,BLR,DEL,0,0,3625,27,6,1709.71,160
GoAir,DEL,COK,1,0,6841,27,5,2247.89,370
Jet Airways,CCU,BLR,1,1,11134,24,3,2500.36,390
Jet Airways,CCU,BLR,1,0,14571,6,6,2500.36,1550
Air India,BLR,DEL,3,0,12346,1,3,4043.41,1825
Jet Airways,BLR,DEL,0,1,4544,21,4,1709.71,180
Jet Airways,DEL,COK,2,0,13376,9,6,2600.67,830
Jet Airways,BLR,DEL,1,1,11087,12,3,1971.87,1050
SpiceJet,CCU,BLR,0,0,5515,3,3,1547.27,150
IndiGo,CCU,BLR,0,0,4804,27,6,1547.27,155
IndiGo,MAA,CCU,0,0,3597,12,6,1387.26,140
Multiple carriers,DEL,COK,1,0,15353,6,3,2201.6,795
Jet Airways,CCU,BLR,1,1,9899,12,6,2500.36,590
IndiGo,BLR,DEL,0,0,7303,24,3,1709.71,175
Jet Airways,BLR,DEL,1,0,13817,12,3,1971.87,745
Jet Airways,DEL,COK,2,0,19329,6,3,2263.95,1475
Jet Airways,DEL,COK,1,0,16289,12,6,2201.6,330
Jet Airways,CCU,BLR,1,1,9663,15,5,2500.36,910
Air India,DEL,COK,2,0,10975,3,6,2292.07,1420
Air Asia,CCU,BLR,0,0,4384,18,3,1547.27,155
Jet Airways,DEL,COK,1,0,14714,12,6,2201.6,600
Jet Airways,DEL,COK,2,1,10919,12,6,2600.67,830
Jet Airways,CCU,BLR,1,0,14388,21,5,2500.36,875
Multiple carriers,DEL,COK,1,0,10877,15,6,2201.6,455
Jet Airways,DEL,COK,2,0,15129,9,5,2263.95,810
IndiGo,DEL,COK,1,0,7191,6,5,2201.6,810
GoAir,CCU,BLR,1,0,6686,1,5,2500.36,495
Multiple carriers,DEL,COK,1,0,7530,3,6,2201.6,760
IndiGo,DEL,COK,1,0,6442,15,6,2084.71,895
Jet Airways,DEL,COK,1,1,10262,27,6,2201.6,1655
Jet Airways,BLR,DEL,1,0,13817,12,3,1971.87,875
Jet Airways,CCU,BLR,1,0,13626,12,6,2500.36,570
Jet Airways,CCU,BLR,1,0,14388,12,5,2500.36,910
IndiGo,CCU,BLR,0,0,4804,27,4,1547.27,155
IndiGo,DEL,COK,0,0,5406,21,3,2048.6,185
SpiceJet,DEL,COK,1,0,4611,3,4,2077.09,295
IndiGo,CCU,BLR,1,0,5069,9,6,1654.62,290
GoAir,BLR,DEL,0,0,3898,6,6,1709.71,175
IndiGo,BOM,HYD,0,0,2754,6,6,623.54,90
Multiple carriers,DEL,COK,1,1,6943,27,5,2201.6,630
Jet Airways,CCU,BLR,1,0,14781,18,5,2500.36,750
Jet Airways,DEL,COK,1,0,16079,21,5,2201.6,360
IndiGo,BLR,DEL,0,0,8033,15,3,1709.71,170
IndiGo,BLR,DEL,0,0,6860,9,3,1709.71,175
Multiple carriers,DEL,COK,1,0,6953,27,3,2201.6,455
IndiGo,BLR,DEL,0,0,4823,12,5,1709.71,175
IndiGo,CCU,BLR,0,0,4174,9,4,1547.27,155
Jet Airways,DEL,COK,2,0,12819,27,6,2263.95,1775
Jet Airways,CCU,BLR,1,1,9663,15,5,2500.36,450
SpiceJet,CCU,BLR,0,2,3841,3,5,1547.27,155
IndiGo,DEL,COK,0,0,5000,27,6,2048.6,195
Air India,BLR,DEL,2,4,13366,1,3,3502.44,980
Vistara,BOM,HYD,1,0,12395,6,3,2404.77,1130
Air India,CCU,BLR,1,0,7452,15,5,2538.47,1700
Jet Airways,DEL,COK,1,0,15554,18,5,2201.6,1395
Jet Airways,CCU,BLR,1,0,13067,6,5,3022.67,1325
IndiGo,CCU,BLR,0,0,6565,1,3,1547.27,155
SpiceJet,BOM,HYD,0,2,1965,24,5,623.54,90
SpiceJet,MAA,CCU,0,2,3332,27,3,1387.26,155
IndiGo,BLR,DEL,1,0,6208,21,3,1968.02,285
Air India,BLR,DEL,1,0,11161,18,3,3496.76,1730
Air India,CCU,BLR,2,0,12224,12,6,3728.94,1665
Jet Airways,CCU,BLR,1,1,9663,1,5,2500.36,1025
Jet Airways,BLR,DEL,1,0,12284,18,3,1971.87,380
Air India,DEL,COK,1,0,7480,27,5,2278.33,965
Jet Airways,DEL,COK,1,0,17024,6,3,2201.6,550
Jet Airways,CCU,BLR,1,0,14151,6,6,3022.67,1365
IndiGo,CCU,BLR,0,0,4804,21,6,1547.27,155
IndiGo,DEL,COK,1,0,6069,18,5,2201.6,300
Vistara,BLR,DEL,1,0,6065,21,3,1977.76,915
Jet Airways,CCU,BLR,1,0,14151,18,5,3022.67,800
Jet Airways,CCU,BLR,1,0,14231,24,3,2500.36,1025
Vistara,BOM,HYD,1,0,12395,6,3,2404.77,1065
IndiGo,DEL,COK,1,0,5636,24,4,2278.33,325
Air India,DEL,COK,1,0,5232,6,4,2077.09,320
Jet Airways,DEL,COK,1,0,14714,1,6,2201.6,865
IndiGo,MAA,CCU,0,0,3850,6,5,1387.26,140
Air India,DEL,COK,1,0,7258,27,5,2077.09,955
Jet Airways,BLR,DEL,1,0,17471,6,3,1971.87,1375
SpiceJet,BLR,DEL,0,0,4423,9,5,1709.71,175
IndiGo,BOM,HYD,0,0,2227,18,6,623.54,90
Multiple carriers,DEL,COK,1,0,13377,24,6,2201.6,930
Jet Airways,BLR,DEL,0,0,8016,12,6,1709.71,180
Air India,BLR,DEL,1,0,5626,9,3,1722.67,1560
IndiGo,BLR,DEL,0,0,6860,21,3,1709.71,170
IndiGo,DEL,COK,1,0,6628,1,6,2201.6,415
Jet Airways,DEL,COK,1,1,11627,6,6,2201.6,1415
SpiceJet,CCU,BLR,0,0,4174,9,6,1547.27,150
Jet Airways,DEL,COK,1,0,14714,1,6,2201.6,610
Jet Airways,CCU,BLR,1,0,14151,12,5,3022.67,690
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,1620
Jet Airways,DEL,COK,1,1,12373,18,5,2201.6,395
IndiGo,BLR,DEL,0,0,3943,18,6,1709.71,170
Air Asia,CCU,BLR,2,0,7870,9,6,3045.77,500
Jet Airways,BLR,DEL,0,0,8016,18,6,1709.71,185
Air India,DEL,COK,2,0,10975,15,5,2292.07,1220
IndiGo,MAA,CCU,0,0,3850,27,5,1387.26,140
IndiGo,CCU,BLR,0,0,4804,18,6,1547.27,165
Jet Airways,DEL,COK,1,0,15554,9,3,2201.6,455
SpiceJet,CCU,BLR,0,0,4465,18,3,1547.27,160
Jet Airways,CCU,BLR,1,1,11841,9,6,2500.36,775
Multiple carriers,DEL,COK,1,0,19332,9,3,2201.6,675
SpiceJet,CCU,BLR,0,2,3841,21,6,1547.27,150
IndiGo,BLR,DEL,0,0,4591,12,4,1709.71,170
IndiGo,CCU,BLR,1,0,5192,24,5,1662.88,290
Jet Airways,DEL,COK,1,1,10577,9,6,2201.6,1100
Jet Airways,DEL,COK,2,0,15129,18,5,2206.24,535
Multiple carriers,DEL,COK,1,0,11789,6,6,2201.6,780
Air India,DEL,COK,1,0,8372,15,6,2201.6,640
Multiple carriers,DEL,COK,1,0,8266,9,5,2201.6,795
Jet Airways,CCU,BLR,1,0,14781,6,5,2500.36,800
Vistara,BLR,DEL,0,0,5613,21,4,1709.71,155
Jet Airways,BLR,DEL,0,0,7229,24,4,1709.71,175
IndiGo,DEL,COK,1,0,6093,24,6,2201.6,750
Jet Airways,DEL,COK,2,1,15544,21,5,2308.95,425
GoAir,DEL,COK,1,0,6296,18,5,2247.89,370
IndiGo,CCU,BLR,0,0,4804,27,4,1547.27,165
Air Asia,BLR,DEL,0,0,4284,18,3,1709.71,170
IndiGo,DEL,COK,1,0,6558,21,3,2084.71,885
IndiGo,DEL,COK,1,0,5775,24,6,2329.93,345
SpiceJet,MAA,CCU,0,2,3543,21,6,1387.26,135
Jet Airways,DEL,COK,1,0,17024,6,3,2201.6,535
Jet Airways,BOM,HYD,0,1,4050,9,6,623.54,85
Air India,BOM,HYD,2,0,14219,6,3,2512.12,1995
Jet Airways,BLR,DEL,1,0,26890,1,3,1971.87,405
Air India,DEL,COK,2,0,9653,15,6,2263.95,1410
IndiGo,BLR,DEL,0,0,3943,21,6,1709.71,165
Jet Airways,CCU,BLR,1,1,10844,18,5,2500.36,1575
Jet Airways,CCU,BLR,1,1,8849,1,4,2500.36,450
IndiGo,BOM,HYD,0,0,2754,12,6,623.54,90
Jet Airways,CCU,BLR,1,0,14151,21,5,3022.67,1685
Jet Airways,CCU,BLR,1,1,9899,12,6,2500.36,740
Jet Airways,DEL,COK,1,0,12242,21,3,2201.6,385
Jet Airways,DEL,COK,2,1,10368,9,6,2206.24,1025
IndiGo,BOM,HYD,0,0,5755,24,5,623.54,90
Jet Airways,DEL,COK,1,1,10262,15,6,2201.6,610
SpiceJet,CCU,BLR,1,0,6643,6,6,2300.57,520
Multiple carriers Premium economy,DEL,COK,1,0,9845,21,3,2201.6,810
Jet Airways,CCU,BLR,1,1,11134,24,3,2500.36,1025
SpiceJet,DEL,COK,1,0,5583,1,6,2278.33,315
IndiGo,DEL,COK,1,0,6069,15,5,2201.6,300
Jet Airways,BLR,DEL,1,0,13817,12,3,1971.87,875
Air India,CCU,BLR,1,0,7795,24,3,2538.47,675
Multiple carriers,DEL,COK,1,1,13977,9,3,2201.6,440
Jet Airways,DEL,COK,2,1,10919,1,6,2600.67,1300
IndiGo,CCU,BLR,0,0,6038,3,3,1547.27,160
IndiGo,DEL,COK,0,0,5601,21,5,2048.6,195
IndiGo,DEL,COK,1,0,12351,9,3,2201.6,810
Air India,DEL,COK,0,0,6094,15,4,2048.6,170
Multiple carriers,DEL,COK,1,0,7575,15,5,2201.6,520
Jet Airways,DEL,COK,1,0,16079,27,5,2201.6,395
Jet Airways,DEL,COK,1,1,10262,15,6,2201.6,1425
Air Asia,DEL,COK,1,0,13470,9,6,2077.09,340
Jet Airways,BLR,DEL,0,0,8016,27,6,1709.71,175
Jet Airways,DEL,COK,1,0,16289,9,3,2201.6,1475
Jet Airways,DEL,COK,1,1,10262,6,6,2201.6,520
IndiGo,BLR,DEL,0,0,4823,27,6,1709.71,175
Vistara,BLR,DEL,0,0,5403,9,4,1709.71,170
Jet Airways,DEL,COK,1,1,12373,18,5,2201.6,1530
SpiceJet,BOM,HYD,1,0,13552,6,3,1555.73,495
Jet Airways,CCU,BLR,1,1,10844,9,5,2500.36,740
Air India,BOM,HYD,2,0,22619,6,3,2539.04,845
Multiple carriers,DEL,COK,1,0,8625,27,5,2201.6,520
IndiGo,BLR,DEL,0,0,4777,24,3,1709.71,165
IndiGo,DEL,COK,0,0,5000,21,6,2048.6,195
Jet Airways,DEL,COK,2,0,21954,6,3,2263.95,1475
Jet Airways,DEL,COK,1,1,11627,3,6,2201.6,1015
Jet Airways,CCU,BLR,1,0,13731,24,5,2500.36,875
IndiGo,BLR,DEL,0,0,3943,3,4,1709.71,170
Jet Airways,BLR,DEL,1,1,6992,21,3,1971.87,845
Jet Airways,CCU,BLR,1,0,13941,6,5,2500.36,585
Jet Airways,DEL,COK,1,0,14924,12,6,2201.6,660
Jet Airways,DEL,COK,1,0,18371,27,6,2201.6,620
IndiGo,MAA,CCU,0,0,7295,3,3,1387.26,140
Air India,BLR,DEL,1,0,9292,9,3,1986.53,1420
Jet Airways,CCU,BLR,1,0,13941,1,5,2500.36,735
IndiGo,CCU,BLR,1,0,4150,24,3,1662.88,335
Jet Airways,CCU,BLR,1,0,12681,1,4,2500.36,1655
IndiGo,DEL,COK,0,0,5601,3,6,2048.6,195
Air India,CCU,BLR,2,0,14960,21,5,3664.88,1385
Multiple carriers,DEL,COK,1,0,13377,6,6,2201.6,570
IndiGo,BOM,HYD,0,0,3342,21,3,623.54,85
Jet Airways,BLR,DEL,0,0,8016,6,6,1709.71,175
Jet Airways,BLR,DEL,1,0,16736,6,3,1971.87,1035
Jet Airways,CCU,BLR,1,1,10031,24,3,2500.36,1350
Air India,DEL,COK,1,0,7258,21,4,2077.09,705
Jet Airways,BLR,DEL,0,1,4030,15,5,1709.71,165
Air India,DEL,COK,2,0,13381,24,6,4043.05,1730
Jet Airways,DEL,COK,2,0,16704,24,5,2263.95,1760
Multiple carriers,DEL,COK,1,0,13587,24,6,2201.6,720
Jet Airways,BOM,HYD,0,0,5678,24,5,623.54,85
Jet Airways,CCU,BLR,1,1,7064,1,4,2500.36,1610
IndiGo,BOM,HYD,0,0,2754,3,6,623.54,90
Vistara,BLR,DEL,0,0,4668,1,5,1709.71,170
Air Asia,CCU,BLR,0,0,4107,21,6,1547.27,150
IndiGo,DEL,COK,1,0,5894,12,6,2201.6,965
Jet Airways,DEL,COK,1,1,10262,6,6,2201.6,655
Jet Airways,CCU,BLR,1,0,13941,9,5,2500.36,945
Air Asia,DEL,COK,1,0,6451,27,4,2077.09,865
Air India,DEL,COK,2,0,10975,27,6,2292.07,1420
Air India,DEL,COK,2,0,14746,6,3,2206.24,1180
Air Asia,DEL,COK,1,0,11410,6,6,2077.09,625
SpiceJet,CCU,BLR,0,2,3841,1,5,1547.27,155
Air India,DEL,COK,2,0,13381,3,6,4043.05,1490
Multiple carriers,DEL,COK,1,0,15078,9,5,2201.6,840
Air India,CCU,BLR,1,0,8891,9,5,2500.36,545
Jet Airways,CCU,BLR,1,1,7757,9,5,2500.36,1200
Air India,BLR,DEL,0,0,4441,9,4,1709.71,180
Jet Airways,CCU,BLR,1,1,10031,24,3,2500.36,1345
IndiGo,BLR,DEL,0,0,4823,12,4,1709.71,170
Air India,CCU,BLR,1,0,8576,24,5,2500.36,545
Jet Airways,BLR,DEL,1,1,11087,12,3,1971.87,1175
Jet Airways,DEL,COK,1,1,12373,18,5,2201.6,1595
Air India,CCU,BLR,2,0,11432,21,5,2573.87,1210
IndiGo,BOM,HYD,0,0,3175,15,6,623.54,90
IndiGo,CCU,BLR,0,0,4804,12,5,1547.27,165
Jet Airways,DEL,COK,2,0,13014,27,6,2206.24,1615
Multiple carriers,DEL,COK,1,1,7563,6,3,2084.71,910
SpiceJet,CCU,BLR,0,0,3873,27,6,1547.27,145
IndiGo,DEL,COK,1,0,6282,21,5,2084.71,780
Multiple carriers,DEL,COK,1,0,11200,1,6,2201.6,630
Vistara,BLR,DEL,0,0,5613,24,4,1709.71,165
IndiGo,DEL,COK,0,0,5601,9,6,2048.6,195
Jet Airways,DEL,COK,1,1,10262,15,6,2201.6,1355
IndiGo,BLR,DEL,0,0,14306,1,3,1709.71,175
Jet Airways,CCU,BLR,1,1,7064,1,4,2500.36,1485
Jet Airways,DEL,COK,1,0,18371,27,6,2201.6,715
Air India,DEL,COK,2,0,13591,18,5,4043.05,1380
Jet Airways,DEL,COK,2,1,10368,1,6,2206.24,1615
Multiple carriers,DEL,COK,2,0,18275,12,6,2325.49,460
IndiGo,BLR,DEL,0,0,3749,27,5,1709.71,170
Air Asia,CCU,BLR,2,0,6810,6,6,3045.77,500
Multiple carriers,DEL,COK,1,0,7485,21,5,2201.6,560
Air India,CCU,BLR,0,0,5510,27,5,1547.27,150
Jet Airways,DEL,COK,1,1,10262,3,6,2201.6,610
Multiple carriers,DEL,COK,1,0,6723,24,6,2084.71,540
Multiple carriers,DEL,COK,1,0,8307,21,3,2201.6,450
GoAir,DEL,COK,1,0,6146,21,4,2084.71,460
Jet Airways,DEL,COK,2,0,15129,27,5,2263.95,1390
Jet Airways,CCU,BLR,1,0,14388,1,5,2500.36,330
Jet Airways,BLR,DEL,0,1,4544,6,4,1709.71,165
Jet Airways,BLR,DEL,0,1,5198,12,4,1709.71,175
IndiGo,DEL,COK,1,0,7503,18,5,2201.6,975
GoAir,BLR,DEL,1,0,12314,1,3,1986.53,270
Air India,DEL,COK,1,0,8372,15,5,2201.6,375
Jet Airways,CCU,BLR,1,0,14781,21,5,2500.36,425
Jet Airways,BLR,DEL,0,0,8016,24,6,1709.71,180
IndiGo,MAA,CCU,0,0,6297,12,3,1387.26,140
Jet Airways,CCU,BLR,1,0,14388,1,5,2500.36,1495
GoAir,DEL,COK,1,0,6393,1,6,2247.89,370
Jet Airways,CCU,BLR,1,0,14939,9,6,2500.36,775
Jet Airways,CCU,BLR,1,0,14781,21,5,2500.36,685
IndiGo,DEL,COK,1,0,14871,6,3,2201.6,810
SpiceJet,BLR,DEL,0,2,4319,6,4,1709.71,170
Jet Airways,CCU,BLR,1,0,13067,15,5,3022.67,1005
Jet Airways,BLR,DEL,1,0,26890,1,3,1971.87,920
Jet Airways,BLR,DEL,1,1,9134,15,3,1971.87,375
IndiGo,BLR,DEL,0,0,3943,3,4,1709.71,180
Air India,DEL,COK,1,0,8879,24,6,2201.6,735
Jet Airways,CCU,BLR,1,0,14571,24,5,2500.36,1025
IndiGo,CCU,BLR,0,0,5644,15,6,1547.27,155
Jet Airways,CCU,BLR,1,1,9663,9,6,2500.36,1330
Jet Airways,CCU,BLR,1,0,14571,9,6,2500.36,570
SpiceJet,BLR,DEL,0,0,3971,9,6,1709.71,175
Jet Airways,DEL,COK,1,0,17024,6,3,2201.6,590
SpiceJet,CCU,BLR,0,2,3841,15,5,1547.27,150
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,1395
Jet Airways,DEL,COK,2,0,13376,6,6,2600.67,830
Jet Airways,DEL,COK,2,1,9905,15,6,2232.34,910
Multiple carriers,DEL,COK,1,0,13587,15,6,2201.6,780
Multiple carriers,DEL,COK,1,0,7740,24,6,2201.6,900
Multiple carriers,DEL,COK,1,0,9794,21,5,2201.6,395
Jet Airways,BLR,DEL,1,0,17471,6,3,1971.87,1350
Jet Airways,DEL,COK,2,1,15129,9,3,2648.88,880
Jet Airways,CCU,BLR,1,0,11467,1,5,3022.67,1730
Air India,CCU,BLR,1,0,6528,12,6,1654.62,1440
Multiple carriers,DEL,COK,1,0,8266,27,6,2201.6,705
